company_name,company_description,relationship_to_bond,sector,industry,ISIN,bond_destination,coupon_rate,total_bond_amount,nominal_amount,maturity_date,bond_currency,country,status,stocks_info,bond_types,Floating rate,Foreign bonds,Green bonds,Senior Secured,Senior Unsecured,Zero-coupon bonds
Legrand,"Legrand SA, together with its subsidiaries, provides electrical and digital building infrastructures to the commercial, industrial, and residential markets in approximately 180 countries. It offers control and command devices, cable management, power distribution, and voice-data-image systems ...",Profile,corporate,Construction and development,FR0013286846,International bonds,0.5%,"400,000,000 EUR","100,000 EUR",9oct2023, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
RTE Reseau de Transport d'electricite,"RTE Réseau de Transport d’Electricité is the operator of the French electrical power transmission network which it also owns, maintains and develops.",Profile,corporate,Power,FR0013290749,International bonds,1.875%,"750,000,000 EUR","100,000 EUR",23oct2037, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Mercialys,"Mercialys is a French company that operates in real estate, owning and managing properties. It was created by the retailer company Casino Group in 2005. Mercialys leases its properties (mostly shopping malls, self-service restaurants and other vendor ...",Profile,corporate,Financial institutions,FR0013293362,International bonds,2%,"150,000,000 EUR","100,000 EUR",3nov2027, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
APRR,"APRR is Europe's fourth-largest motorway operator and a subsidiary of Eiffarie, a consortium comprising Eiffage (majority interest) and Macquarie. The Group operates a network of near that 2,300 km of motorways.",Profile,corporate,Transportation,FR0013295722,International bonds,1.5%,"700,000,000 EUR","100,000 EUR",17jan2033, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Holding de Infrastructures de Transport S.A.S.,Holding d'Infrastructures de Transport S.A.S. through its subsidiaries builds and maintains toll roads. The company is based in France.,Profile,corporate,Construction and development,FR0013298676,International bonds,1.625%,"500,000,000 EUR","100,000 EUR",27nov2027, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Holding de Infrastructures de Transport S.A.S.,Holding d'Infrastructures de Transport S.A.S. through its subsidiaries builds and maintains toll roads. The company is based in France.,Profile,corporate,Construction and development,FR0013298684,International bonds,0.625%,"500,000,000 EUR","100,000 EUR",27mar2023, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Renault,"Renault S.A. is a French multinational vehicle manufacturer established in 1899. In 2011, Renault was the third biggest European automaker by production behind Volkswagen Group and PSA and the ninth biggest automaker by production in the ...",Profile,corporate,Engineering industry,FR0013299435,International bonds,1%,"750,000,000 EUR","1,000 EUR",28nov2025, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Klepierre,Klépierre is a French real estate investment company. It was founded in 1990 and specializes in commercial real estate.,Profile,corporate,Financial institutions,FR0013300605,International bonds,1.625%,"840,000,000 EUR","100,000 EUR",13dec2032, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Aeroports de Paris,"Aéroports de Paris builds, develops, and manages airports, including Paris-Charles de Gaulle, Paris-Orly, and Paris-Le Bourget. The company provides facilities to accommodate passengers and airlines, as well as offers cargo and postal services in its airports. ...",Profile,corporate,Transportation,FR0013302197,International bonds,1%,"500,000,000 EUR","100,000 EUR",13dec2027, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Schneider Electric,"Schneider Electric SA specializes in energy management and offers integrated solutions in energy and infrastructure, industrial processes, building automation, residential applications, and data centers/networks in France and internationally. The company operates in five segments: Power, Infrastructure, ...",Profile,corporate,Power,FR0013302809,International bonds,0.875%,"750,000,000 EUR","100,000 EUR",13dec2026, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Orange,"Orange SA provides telecommunications services to residential, professional, and large business customers. The Company offers public fixed-line telephone, leased lines and data transmission, mobile telecommunications, cable television, Internet and wireless applications, and broadcasting services, as well ...",Profile,corporate,Communication,FR0013310224,International bonds,1.375%,"1,000,000,000 EUR","100,000 EUR",16jan2030, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Autoroutes Du Sud de La France,"Autoroutes du Sud de la France provides infrastructure concession. The Company operates highway, bridges, and tunnels.",Profile,corporate,Transportation,FR0013310455,International bonds,1.375%,"1,000,000,000 EUR","100,000 EUR",22jan2030, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Thales,Thales,Issuer,corporate,Information and High Technologies,FR0013311347,International bonds,0.75%,"500,000,000 EUR","100,000 EUR",23jan2025, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Mercialys,"Mercialys is a French company that operates in real estate, owning and managing properties. It was created by the retailer company Casino Group in 2005. Mercialys leases its properties (mostly shopping malls, self-service restaurants and other vendor ...",Profile,corporate,Financial institutions,FR0013320249,International bonds,1.8%,"300,000,000 EUR","100,000 EUR",27feb2026, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Legrand,"Legrand SA, together with its subsidiaries, provides electrical and digital building infrastructures to the commercial, industrial, and residential markets in approximately 180 countries. It offers control and command devices, cable management, power distribution, and voice-data-image systems ...",Profile,corporate,Construction and development,FR0013321080,International bonds,1%,"400,000,000 EUR","100,000 EUR",6mar2026, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
CARMILA,"The third largest listed owner of commercial property in continental Europe, Carmila was founded by Carrefour and large institutional investors in order to increase the value of shopping centres adjoining Carrefour hypermarkets in France, Spain and ...",Profile,corporate,Construction and development,FR0013321536,International bonds,2.125%,"350,000,000 EUR","100,000 EUR",7mar2028, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Gecina,"Gecina is a residential, office, and healthcare focused real estate investment trust (REIT). Its portfolio of properties also includes shopping malls, warehouses, and logistic centers responsible for coordinating commercial businesses such as those operating in business ...",Profile,corporate,Financial institutions,FR0013322989,International bonds,1.625%,"500,000,000 EUR","100,000 EUR",14mar2030, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Orange,"Orange SA provides telecommunications services to residential, professional, and large business customers. The Company offers public fixed-line telephone, leased lines and data transmission, mobile telecommunications, cable television, Internet and wireless applications, and broadcasting services, as well ...",Profile,corporate,Communication,FR0013323870,International bonds,1.375%,"1,000,000,000 EUR","100,000 EUR",20mar2028, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Sanofi,"Sanofi SA, formerly Sanofi-Aventis, is a global and diversified healthcare company. The Company discovers, develops and distributes therapeutic solutions focused on patients’ needs. Sanofi focuses on the field of healthcare with six growth platforms: diabetes solutions, ...",Profile,corporate,Healthсare,FR0013324332,International bonds,0.5%,"1,750,000,000 EUR","100,000 EUR",21mar2023, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Sanofi,"Sanofi SA, formerly Sanofi-Aventis, is a global and diversified healthcare company. The Company discovers, develops and distributes therapeutic solutions focused on patients’ needs. Sanofi focuses on the field of healthcare with six growth platforms: diabetes solutions, ...",Profile,corporate,Healthсare,FR0013324340,International bonds,1%,"1,500,000,000 EUR","100,000 EUR",21mar2026, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Sanofi,"Sanofi SA, formerly Sanofi-Aventis, is a global and diversified healthcare company. The Company discovers, develops and distributes therapeutic solutions focused on patients’ needs. Sanofi focuses on the field of healthcare with six growth platforms: diabetes solutions, ...",Profile,corporate,Healthсare,FR0013324357,International bonds,1.375%,"2,000,000,000 EUR","100,000 EUR",21mar2030, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Sanofi,"Sanofi SA, formerly Sanofi-Aventis, is a global and diversified healthcare company. The Company discovers, develops and distributes therapeutic solutions focused on patients’ needs. Sanofi focuses on the field of healthcare with six growth platforms: diabetes solutions, ...",Profile,corporate,Healthсare,FR0013324373,International bonds,1.875%,"1,250,000,000 EUR","100,000 EUR",21mar2038, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Danone,"Danone operates as a food processing company. The Company produces and markets dairy products, beverages, baby food, and medical nutrition products. Danone serves customers worldwide.",Profile,corporate,Food industry,FR0013325172,International bonds,1%,"300,000,000 EUR","100,000 EUR",26mar2025, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Capgemini,"Cap Gemini S.A. is a French multinational corporation headquartered in Paris, France. It provides IT services and is one of the world's largest consulting, outsourcing and professional services companies with almost 140,000 employees in over 40 ...",Profile,corporate,Information and High Technologies,FR0013327962,International bonds,1%,"600,000,000 EUR","100,000 EUR",18oct2024, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Capgemini,"Cap Gemini S.A. is a French multinational corporation headquartered in Paris, France. It provides IT services and is one of the world's largest consulting, outsourcing and professional services companies with almost 140,000 employees in over 40 ...",Profile,corporate,Information and High Technologies,FR0013327988,International bonds,1.750%,"500,000,000 EUR","100,000 EUR",18apr2028, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
Infra Park,"Infra Park S.A.S., through its subsidiaries, offers car parking and urban mobility services worldwide. The company designs, builds, finances, and operates parking solutions based on concessive, owner-occupied, and service-provider models.",Profile,corporate,Construction and development,FR0013330099,International bonds,1.625%,"800,000,000 EUR","100,000 EUR",19apr2028, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no
