0,bond_types,bond_amounts,issue_info,ISIN_Code,quarter,year
"International bonds: Digital Realty Trust Inc, 0.625% 15jul2031, EUR
XS2280835260","Green bonds, Senior Unsecured","STATUS
Outstanding
AMOUNT
1,000,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
USA
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Borrower
Digital Realty Trust Inc
Full issuer name
Digital Realty Trust Inc
Sector
corporate
Industry
Financial institutions
SPV / Issuer
Digital Intrepid Holding
Guarantor
Digital Realty Trust LP
Stocks
Digital Realty Trust Inc, ordinary share
Digital Realty Trust Inc, ordinary share
Digital Realty Trust Inc, preference share
Digital Realty Trust Inc, preference share
Digital Realty Trust Inc, preference share
Digital Realty Trust Inc, depositary receipt
Volume
Placement amount
1,000,000,000 EUR
Outstanding amount
1,000,000,000 EUR
Outstanding face value amount
1,000,000,000 EUR
USD equivalent
1,214,520,000 USD
Nominal
Minimum Settlement Amount
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
1,000 EUR",FR0013245586,Q1,2021.0
"International bonds: Grand City Properties, 0.125% 11jan2028, EUR
XS2282101539",Senior Unsecured,"STATUS
Outstanding
AMOUNT
1,000,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Germany
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Grand City Properties S.A. specializes in buying, re-developing, optimizing and repositioning real estate properties in Germany. The Company owns and , manages units located mainly in Berlin, North Rhine, Westphalia, Dresden, Leipzig, Halle, Bremen, Nuremberg and ...
Show more
Borrower
Grand City Properties
Full issuer name
Grand City Properties S.A.
Sector
corporate
Industry
Construction and development
Stocks
Grand City Properties, ordinary share
Grand City Properties, depositary receipt
Volume
Placement amount
1,000,000,000 EUR
Outstanding amount
1,000,000,000 EUR
Outstanding face value amount
1,000,000,000 EUR
USD equivalent
1,214,520,000 USD
Nominal
Minimum Settlement Amount
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
100,000 EUR",XS2280835260,Q1,2021.0
"International bonds: Exor NV, 0.875% 19jan2031, EUR
XS2283188683",Senior Unsecured,"STATUS
Outstanding
AMOUNT
500,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Netherlands
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Exor N.V. is an Italian leading investment company, incorporated in The Netherlands and controlled by Italy's Agnelli/Elkann family.
Borrower
Exor NV
Full issuer name
Exor NV
Sector
corporate
Industry
Financial institutions
Stocks
Exor NV, ordinary share
Volume
Placement amount
500,000,000 EUR
Outstanding amount
500,000,000 EUR
Outstanding face value amount
500,000,000 EUR
USD equivalent
607,260,000 USD
Nominal
Minimum Settlement Amount
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
1,000 EUR",XS2282101539,Q1,2021.0
"International bonds: Heimstaden Bostad, FRN 12jan2023, EUR
XS2284258345","Senior Unsecured, Floating rate","STATUS
Outstanding
AMOUNT
500,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Sweden
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Borrower
Heimstaden Bostad
Full issuer name
Heimstaden Bostad AB
Sector
corporate
Industry
Construction and development
Volume
Placement amount
500,000,000 EUR
Outstanding amount
500,000,000 EUR
Outstanding face value amount
500,000,000 EUR
USD equivalent
607,260,000 USD
Nominal
Minimum Settlement Amount
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
1,000 EUR",XS2283188683,Q1,2021.0
"International bonds: ABB, 0% 19jan2030, EUR (3287D)
XS2286044370","Zero-coupon bonds, Senior Unsecured","STATUS
Outstanding
AMOUNT
800,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Switzerland
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
ABB Ltd (ABB) is engaged in power and automation technologies. The Company provides a range of products, systems, solutions and services. Its power businesses focus on power transmission, distribution and power-plant automation and serve electric, gas ...
Show more
Borrower
ABB
Full issuer name
ABB Ltd
Sector
corporate
Industry
Engineering industry
SPV / Issuer
Abb Finance
Guarantor
ABB
Stocks
ABB, ordinary share
ABB, ordinary share
ABB, depositary receipt
ABB, depositary receipt
Volume
Placement amount
800,000,000 EUR
Outstanding amount
800,000,000 EUR
Outstanding face value amount
800,000,000 EUR
USD equivalent
971,616,000 USD
Nominal
Minimum Settlement Amount
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
1,000 EUR",XS2284258345,Q1,2021.0
"International bonds: Holcim Ltd, 0.125% 19jul2027, EUR
XS2286441964",Senior Unsecured,"STATUS
Outstanding
AMOUNT
500,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Switzerland
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Holcim Ltd (formerly LafargeHolcim Ltd) provides building materials. The Company produces and markets ready-mixed concrete, cement, clinker, and ad-mixtures, as well as provides consulting and engineering services in all areas of the cement manufacturing process. LafargeHolcim ...
Show more
Borrower
Holcim Ltd
Full issuer name
Holcim Ltd (formerly LafargeHolcim Ltd)
Sector
corporate
Industry
Construction and development
SPV / Issuer
Holcim Finance Luxembourg
Guarantor
Holcim Ltd
Stocks
Holcim Ltd, ordinary share
LafargeHolcim, depositary receipt
Volume
Placement amount
500,000,000 EUR
Outstanding amount
500,000,000 EUR
Outstanding face value amount
500,000,000 EUR
USD equivalent
607,260,000 USD
Nominal
Minimum Settlement Amount
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
1,000 EUR",XS2286044370,Q1,2021.0
"International bonds: Holcim Ltd, 0.625% 19jan2033, EUR
XS2286442186",Senior Unsecured,"STATUS
Outstanding
AMOUNT
650,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Switzerland
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Holcim Ltd (formerly LafargeHolcim Ltd) provides building materials. The Company produces and markets ready-mixed concrete, cement, clinker, and ad-mixtures, as well as provides consulting and engineering services in all areas of the cement manufacturing process. LafargeHolcim ...
Show more
Borrower
Holcim Ltd
Full issuer name
Holcim Ltd (formerly LafargeHolcim Ltd)
Sector
corporate
Industry
Construction and development
SPV / Issuer
Holcim Finance Luxembourg
Guarantor
Holcim Ltd
Stocks
Holcim Ltd, ordinary share
LafargeHolcim, depositary receipt
Volume
Placement amount
650,000,000 EUR
Outstanding amount
650,000,000 EUR
Outstanding face value amount
650,000,000 EUR
USD equivalent
789,438,000 USD
Nominal
Minimum Settlement Amount
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
1,000 EUR",XS2286441964,Q1,2021.0
"International bonds: Wizz Air Holdings, 1.35% 19jan2024, EUR
XS2288097483",Senior Unsecured,"STATUS
Outstanding
AMOUNT
500,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Switzerland
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Borrower
Wizz Air Holdings
Full issuer name
Wizz Air Holdings Plc
Sector
corporate
Industry
Transportation
SPV / Issuer
Wizz Air Finance
Guarantor
Wizz Air Holdings
Stocks
Wizz Air Holdings, ordinary share
Volume
Placement amount
500,000,000 EUR
Outstanding amount
500,000,000 EUR
Outstanding face value amount
500,000,000 EUR
USD equivalent
607,260,000 USD
Nominal
Minimum Settlement Amount
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
1,000 EUR",XS2286442186,Q1,2021.0
"International bonds: CPI Property Group, 1.5% 27jan2031, EUR
XS2290544068",Senior Unsecured,"STATUS
Outstanding
AMOUNT
650,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Czech Republic
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
CPI Property Group is a leading real estate company concentrating on long-term investments and the lease of real estate predominantly in Central Europe and Germany.
Borrower
CPI Property Group
Full issuer name
CPI Property Group
Sector
corporate
Industry
Financial institutions
Stocks
CPI Property Group, ordinary share
Volume
Placement amount
650,000,000 EUR
Outstanding amount
650,000,000 EUR
Outstanding face value amount
650,000,000 EUR
USD equivalent
789,438,000 USD
Nominal
Minimum Settlement Amount
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
1,000 EUR",XS2288097483,Q1,2021.0
"International bonds: Sagax, 0.75% 26jan2028, EUR
XS2291340433",Senior Unsecured,"STATUS
Outstanding
AMOUNT
400,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Sweden
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Sagax is a property company whose business concept is to invest in commercial properties, primarily in the warehouse and light industry segment. On September 30, 2015, the property portfolio included 203 properties with a rental space of ...
Show more
Borrower
Sagax
Full issuer name
Sagax AB
Sector
corporate
Industry
Financial institutions
SPV / Issuer
Sagax Euro MTN NL
Guarantor
Sagax
Stocks
Sagax, ordinary share
Sagax, ordinary share
Sagax, ordinary share
Volume
Placement amount
400,000,000 EUR
Outstanding amount
400,000,000 EUR
Outstanding face value amount
400,000,000 EUR
USD equivalent
485,808,000 USD
Nominal
Minimum Settlement Amount
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
1,000 EUR",XS2290544068,Q1,2021.0
"International bonds: TE Connectivity, 0% 16feb2029, EUR (2922D)
XS2297190097","Zero-coupon bonds, Senior Unsecured","STATUS
Outstanding
AMOUNT
550,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Switzerland
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
TE Connectivity Ltd. (TE Connectivity), formerly Tyco Electronics Ltd., designs and manufactures over 500,000 products that connect and protect the flow of power and data inside a number of products used by consumers and industries. The ...
Show more
Borrower
TE Connectivity
Full issuer name
TE Connectivity Ltd
Sector
corporate
Industry
Engineering industry
SPV / Issuer
Tyco Electronics Group
Guarantor
TE Connectivity
Stocks
TE Connectivity, ordinary share
TE Connectivity, depositary receipt
Volume
Placement amount
550,000,000 EUR
Outstanding amount
550,000,000 EUR
Outstanding face value amount
550,000,000 EUR
USD equivalent
667,986,000 USD
Nominal
Minimum Settlement Amount
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
1,000 EUR",XS2291340433,Q1,2021.0
"International bonds: Akelius Residential Property, 0.75% 22feb2030, EUR
XS2301127119",Senior Unsecured,"STATUS
Outstanding
AMOUNT
600,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Sweden
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Akelius buys, upgrades and manages residential properties. The company owns and manages 50 000 apartments in six countries.
Borrower
Akelius Residential Property
Full issuer name
Akelius Residential Property AB (PUBL)
Sector
corporate
Industry
Construction and development
Stocks
Akelius Residential Property, ordinary share
Volume
Placement amount
600,000,000 EUR
Outstanding amount
600,000,000 EUR
Outstanding face value amount
600,000,000 EUR
USD equivalent
728,712,000 USD
Nominal
Minimum Settlement Amount
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
1,000 EUR",XS2297190097,Q1,2021.0
"International bonds: CTP B.V., 0.75% 18feb2027, EUR
XS2303052695","Green bonds, Senior Unsecured","STATUS
Outstanding
AMOUNT
500,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Czech Republic
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
CTP B.V. is the largest logistics and industrial real estate group in Central and Eastern Europe. It consists of two economically interlinked companies: CTP Property B.V., its property management arm; and property developer CTP Invest spol., ...
Show more
Borrower
CTP B.V.
Full issuer name
CTP B.V.
Sector
corporate
Industry
Financial institutions
Stocks
CTP B.V., ordinary share
Volume
Placement amount
500,000,000 EUR
Outstanding amount
500,000,000 EUR
Outstanding face value amount
500,000,000 EUR
USD equivalent
607,260,000 USD
Nominal
Minimum Settlement Amount
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
1,000 EUR",XS2301127119,Q1,2021.0
"International bonds: H&M Finance, 0.25% 25aug2029, EUR
XS2303070911","Senior Unsecured, Floating rate","STATUS
Outstanding
AMOUNT
500,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Netherlands
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Borrower
H&M Finance
Full issuer name
H&M Finance B.V.
Sector
corporate
Industry
Other sectors
Guarantor
H & M Hennes & Mauritz
Volume
Placement amount
500,000,000 EUR
Outstanding amount
500,000,000 EUR
Outstanding face value amount
500,000,000 EUR
USD equivalent
607,260,000 USD
Nominal
Minimum Settlement Amount
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
1,000 EUR",XS2303052695,Q1,2021.0
"International bonds: W.P. Carey, 0.95% 1jun2030, EUR
XS2306082293",Senior Unsecured,"STATUS
Outstanding
AMOUNT
525,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
USA
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
W. P. Carey Inc. is an independent equity real estate investment trust. The firm also provides long-term sale-leaseback and build-to-suit financing for companies. It invests in the real estate markets across the globe. The firm primarily ...
Show more
Borrower
W.P. Carey
Full issuer name
W. P. Carey Inc.
Sector
corporate
Industry
Financial institutions
SPV / Issuer
WPC Eurobond B.V.
Stocks
W.P. Carey, ordinary share
Volume
Placement amount
525,000,000 EUR
Outstanding amount
525,000,000 EUR
Outstanding face value amount
525,000,000 EUR
USD equivalent
637,623,000 USD
Nominal
Minimum Settlement Amount
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
1,000 EUR",XS2303070911,Q1,2021.0
"International bonds: EasyJet, 1.875% 3mar2028, EUR
XS2306601746",Senior Unsecured,"STATUS
Outstanding
AMOUNT
1,250,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
United Kingdom
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
EasyJet plc, a low-cost passenger airline, conducts operations throughout the United Kingdom and mainland Europe.
Borrower
EasyJet
Full issuer name
EasyJet Plc
Sector
corporate
Industry
Transportation
SPV / Issuer
easyJet FinCo
Guarantor
EasyJet, Easyjet Airline
Stocks
EasyJet, ordinary share
EasyJet, depositary receipt
Volume
Placement amount
1,250,000,000 EUR
Outstanding amount
1,250,000,000 EUR
Outstanding face value amount
1,250,000,000 EUR
USD equivalent
1,518,150,000 USD
Nominal
Minimum Settlement Amount
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
1,000 EUR",XS2306082293,Q1,2021.0
"International bonds: Paccar Financial Europe B.V., 0% 1mar2026, EUR (1826D)
XS2307573993","Zero-coupon bonds, Senior Unsecured","STATUS
Outstanding
AMOUNT
300,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Netherlands
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
PACCAR Financial Europe B.V. operates as a subsidiary of PACCAR Holding B.V.
Borrower
Paccar Financial Europe B.V.
Full issuer name
Paccar Financial Europe B.V.
Sector
corporate
Industry
Financial institutions
Volume
Placement amount
300,000,000 EUR
Outstanding amount
300,000,000 EUR
Outstanding face value amount
300,000,000 EUR
USD equivalent
364,356,000 USD
Nominal
Minimum Settlement Amount
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
1,000 EUR",XS2306601746,Q1,2021.0
"International bonds: DSV PANALPINA A/S, 0.5% 3mar2031, EUR
XS2308616841",Senior Unsecured,"STATUS
Outstanding
AMOUNT
500,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Denmark
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
DSV Panalpina A/S provides transport and logistics services. The Company offers road, marine, and air transport services, as well as warehousing, purchase order management, and other logistic solutions. DSV Panalpina serves customers worldwide.
Borrower
DSV PANALPINA A/S
Full issuer name
DSV PANALPINA A/S
Sector
corporate
Industry
Transportation
SPV / Issuer
DSV Panalpina Finance
Guarantor
DSV PANALPINA A/S
Stocks
DSV PANALPINA A/S, ordinary share
Volume
Placement amount
500,000,000 EUR
Outstanding amount
500,000,000 EUR
Outstanding face value amount
500,000,000 EUR
USD equivalent
607,260,000 USD
Nominal
Minimum Settlement Amount
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
1,000 EUR",XS2307573993,Q1,2021.0
"International bonds: Citycon Oyj, 1.625% 12mar2028, EUR
XS2310411090","Green bonds, Senior Unsecured","STATUS
Outstanding
AMOUNT
350,000,000 EUR
PLACEMENT
***
EARLY REDEMPTION
*** (-)
COUNTRY OF RISK
Finland
CURRENT COUPON
***%
PRICE
***%
YIELD / DURATION
-","Issue information
Profile
Citycon Oyj, a real estate investment company, owns and operates retail properties in Finland, Sweden, and the Baltic countries.
Borrower
Citycon Oyj
Full issuer name
Citycon Oyj
Sector
corporate
Industry
Construction and development
SPV / Issuer
Citycon Treasury
Guarantor
Citycon Oyj
Stocks
Citycon Oyj, ordinary share
Volume
Placement amount
350,000,000 EUR
Outstanding amount
350,000,000 EUR
Outstanding face value amount
350,000,000 EUR
USD equivalent
425,082,000 USD
Nominal
Minimum Settlement Amount
100,000 EUR
Outstanding face value
*** EUR
Par amount, integral multiple
*** EUR
Nominal
1,000 EUR",XS2308616841,Q1,2021.0
